transaction_id,user_id,transaction_type_id,amount,transaction_date
TX0000213,USR00034,TX_QR,766538.32,2026-03-20
TX0000214,USR00034,TX_QR,472284.61,2026-04-04
TX0000215,USR00034,TX_QR,469297.97,2026-04-16
TX0000216,USR00034,TX_TRF,1938428.91,2026-05-04
TX0000217,USR00034,TX_TRF,1561888.08,2026-04-21
TX0000218,USR00034,TX_TRF,972809.72,2026-04-21
TX0000219,USR00034,TX_QR,919545.94,2026-04-28
TX0000220,USR00035,TX_QR,1115310.0,2026-03-08
TX0000221,USR00035,TX_QR,39895.96,2026-03-05
TX0000222,USR00035,TX_TRF,882364.17,2026-03-12
TX0000223,USR00035,TX_TRF,440025.68,2026-03-10
TX0000224,USR00035,TX_QR,779912.03,2026-03-03
TX0000225,USR00035,TX_QR,1302305.13,2026-03-11
TX0000226,USR00035,TX_QR,566478.17,2026-02-20
TX0000227,USR00035,TX_QR,1114951.2,2026-03-11
TX0000228,USR00035,TX_QR,152631.82,2026-06-08
TX0000229,USR00035,TX_TRF,586851.16,2026-06-15
TX0000230,USR00035,TX_TRF,1474926.73,2026-05-30
TX0000231,USR00035,TX_TRF,1139852.34,2026-06-27
TX0000232,USR00036,TX_SAV,9880980.54,2026-03-14
TX0000233,USR00036,TX_QR,1154702.89,2026-05-14
TX0000234,USR00036,TX_QR,1954692.73,2026-05-31
TX0000235,USR00036,TX_TRF,1975818.73,2026-05-18
TX0000236,USR00036,TX_TRF,137090.67,2026-05-27
TX0000237,USR00036,TX_TRF,838587.86,2026-06-01
TX0000238,USR00036,TX_QR,1112135.98,2026-06-06
TX0000239,USR00036,TX_QR,1176455.7,2026-06-10
TX0000240,USR00036,TX_TRF,48739.37,2026-06-20
TX0000241,USR00036,TX_QR,1752305.07,2026-06-25
TX0000242,USR00036,TX_QR,1607821.24,2026-06-20
TX0000243,USR00036,TX_TRF,1494831.18,2026-06-21
TX0000244,USR00038,TX_TRF,1019848.06,2026-06-09
TX0000245,USR00038,TX_TRF,1673942.09,2026-06-23
TX0000246,USR00038,TX_TRF,863659.53,2026-06-27
TX0000247,USR00038,TX_QR,747188.08,2026-06-15
TX0000248,USR00038,TX_TRF,1571945.51,2026-06-10
TX0000249,USR00038,TX_QR,1463612.83,2026-06-20
TX0000250,USR00038,TX_QR,1639875.14,2026-06-26
TX0000251,USR00040,TX_QR,866540.31,2026-03-26
TX0000252,USR00040,TX_TRF,1295818.28,2026-03-07
TX0000253,USR00040,TX_TRF,1714265.8,2026-03-06
TX0000254,USR00040,TX_TRF,1238768.52,2026-05-17
TX0000255,USR00040,TX_QR,322945.48,2026-05-20
TX0000256,USR00040,TX_QR,621333.85,2026-05-07
TX0000257,USR00040,TX_QR,1372707.44,2026-05-15
TX0000258,USR00040,TX_TRF,561426.4,2026-05-04
TX0000259,USR00040,TX_TRF,736076.39,2026-05-25
TX0000260,USR00042,TX_TRF,1124587.69,2026-03-13
TX0000261,USR00042,TX_QR,1613003.08,2026-03-31
TX0000262,USR00042,TX_TRF,920108.51,2026-03-30
TX0000263,USR00042,TX_QR,1791262.46,2026-03-15
TX0000264,USR00042,TX_TRF,1675703.98,2026-03-28
TX0000265,USR00042,TX_TRF,764756.8,2026-03-07
TX0000266,USR00042,TX_TRF,1538095.29,2026-03-17
TX0000267,USR00042,TX_TRF,886276.7,2026-03-22
TX0000268,USR00042,TX_TRF,154522.42,2026-04-16
TX0000269,USR00042,TX_TRF,44736.29,2026-04-10
TX0000270,USR00042,TX_QR,1089337.58,2026-04-11
TX0000271,USR00042,TX_QR,645605.91,2026-04-25
TX0000272,USR00042,TX_QR,284051.72,2026-04-16
TX0000273,USR00042,TX_QR,1127857.67,2026-04-09
TX0000274,USR00043,TX_QR,679191.71,2026-03-11
TX0000275,USR00043,TX_QR,1980822.32,2026-02-14
TX0000276,USR00043,TX_QR,1123593.82,2026-02-28
TX0000277,USR00043,TX_TRF,1386979.67,2026-05-23
TX0000278,USR00043,TX_TRF,382541.91,2026-06-03
TX0000279,USR00043,TX_QR,1380973.77,2026-06-09
TX0000280,USR00043,TX_TRF,718099.12,2026-05-14
TX0000281,USR00045,TX_SAV,6887647.89,2026-03-22
TX0000282,USR00045,TX_TRF,294647.63,2026-04-05
TX0000283,USR00045,TX_TRF,20071.98,2026-04-07
TX0000284,USR00045,TX_TRF,1966599.77,2026-04-16
TX0000285,USR00045,TX_TRF,726685.65,2026-04-30
TX0000286,USR00045,TX_TRF,1356668.31,2026-05-25
TX0000287,USR00045,TX_QR,521017.36,2026-05-16
TX0000288,USR00045,TX_QR,1953097.59,2026-05-17
TX0000289,USR00045,TX_TRF,1029438.72,2026-06-02
TX0000290,USR00045,TX_TRF,806023.95,2026-06-07
TX0000291,USR00045,TX_TRF,182311.2,2026-06-16
TX0000292,USR00045,TX_QR,842851.2,2026-06-08
TX0000293,USR00045,TX_TRF,633917.75,2026-06-03
TX0000294,USR00046,TX_TRF,1433210.8,2026-04-05
TX0000295,USR00046,TX_QR,1508633.1,2026-04-01
TX0000296,USR00046,TX_TRF,1129113.17,2026-03-16
TX0000297,USR00046,TX_TRF,1688090.47,2026-05-26
TX0000298,USR00046,TX_QR,589872.45,2026-05-21
TX0000299,USR00046,TX_QR,1811019.95,2026-05-09
TX0000300,USR00046,TX_QR,1108185.42,2026-05-17
TX0000301,USR00046,TX_TRF,626739.43,2026-05-19
TX0000302,USR00046,TX_QR,1031999.72,2026-06-25
TX0000303,USR00046,TX_QR,1772383.84,2026-06-08
TX0000304,USR00046,TX_QR,57619.77,2026-06-09
TX0000305,USR00047,TX_TRF,202930.4,2026-03-30
TX0000306,USR00047,TX_QR,103179.5,2026-04-17
TX0000307,USR00047,TX_TRF,1009132.53,2026-04-21
TX0000308,USR00047,TX_TRF,1916267.27,2026-04-17
TX0000309,USR00047,TX_QR,713861.92,2026-04-18
TX0000310,USR00050,TX_SAV,38339871.65,2026-04-29
TX0000311,USR00050,TX_TRF,885826.75,2026-05-20
TX0000312,USR00050,TX_QR,988623.82,2026-06-14
TX0000313,USR00050,TX_TRF,492208.12,2026-05-31
TX0000314,USR00050,TX_TRF,1320317.49,2026-06-29
TX0000315,USR00051,TX_QR,1779146.32,2026-05-10
TX0000316,USR00051,TX_TRF,810982.88,2026-05-16
TX0000317,USR00051,TX_QR,1686353.99,2026-05-12
TX0000318,USR00051,TX_TRF,217926.13,2026-05-02
TX0000319,USR00051,TX_QR,1653105.1,2026-06-09
TX0000320,USR00051,TX_QR,264197.48,2026-06-19
TX0000321,USR00051,TX_TRF,235277.76,2026-06-19
TX0000322,USR00051,TX_TRF,1350710.37,2026-06-14
TX0000323,USR00051,TX_TRF,1344029.92,2026-05-31
TX0000324,USR00057,TX_QR,1640592.21,2026-02-27
TX0000325,USR00057,TX_QR,84366.35,2026-02-17
TX0000326,USR00057,TX_TRF,319306.94,2026-02-14
TX0000327,USR00057,TX_QR,982701.47,2026-04-24
TX0000328,USR00057,TX_QR,1423119.55,2026-04-25
TX0000329,USR00057,TX_QR,773241.87,2026-05-02
TX0000330,USR00057,TX_TRF,1514674.55,2026-05-06
TX0000331,USR00057,TX_QR,145844.0,2026-05-23
TX0000332,USR00057,TX_QR,1956167.42,2026-05-14
TX0000333,USR00057,TX_QR,159125.63,2026-06-04
TX0000334,USR00057,TX_TRF,1467945.95,2026-05-22
TX0000335,USR00057,TX_QR,1148596.75,2026-05-15
TX0000336,USR00057,TX_QR,687634.57,2026-06-04
TX0000337,USR00057,TX_QR,86053.56,2026-05-15
TX0000338,USR00057,TX_TRF,1329846.27,2026-05-20
TX0000339,USR00058,TX_TRF,459745.24,2026-05-05
TX0000340,USR00058,TX_QR,561305.16,2026-04-28
TX0000341,USR00058,TX_TRF,1019543.33,2026-05-04
TX0000342,USR00058,TX_QR,1551467.96,2026-05-01
TX0000343,USR00058,TX_TRF,1726907.3,2026-04-30
TX0000344,USR00058,TX_QR,716817.34,2026-06-04
TX0000345,USR00058,TX_QR,159355.32,2026-05-20
TX0000346,USR00058,TX_QR,993387.79,2026-06-13
TX0000347,USR00061,TX_QR,1208166.91,2026-01-19
TX0000348,USR00061,TX_TRF,339376.42,2026-01-20
TX0000349,USR00061,TX_TRF,262591.14,2026-01-07
TX0000350,USR00061,TX_TRF,298486.58,2026-01-17
TX0000351,USR00061,TX_TRF,397439.22,2026-01-07
TX0000352,USR00061,TX_QR,1418650.17,2026-04-01
TX0000353,USR00061,TX_QR,1964190.54,2026-03-23
TX0000354,USR00061,TX_QR,49700.13,2026-03-07
TX0000355,USR00061,TX_QR,782141.66,2026-03-22
TX0000356,USR00061,TX_QR,1456607.55,2026-03-15
TX0000357,USR00061,TX_QR,529938.03,2026-03-22
TX0000358,USR00061,TX_TRF,1268609.26,2026-04-01
TX0000359,USR00061,TX_QR,1842125.27,2026-04-06
TX0000360,USR00061,TX_TRF,312569.71,2026-04-26
TX0000361,USR00061,TX_TRF,154457.44,2026-04-11
TX0000362,USR00061,TX_QR,444484.23,2026-04-29
TX0000363,USR00061,TX_TRF,1317117.06,2026-04-13
TX0000364,USR00061,TX_TRF,915284.26,2026-05-03
TX0000365,USR00061,TX_TRF,167289.02,2026-04-08
TX0000366,USR00061,TX_QR,380126.71,2026-04-06
TX0000367,USR00061,TX_TRF,1075249.64,2026-06-28
TX0000368,USR00061,TX_QR,1161371.38,2026-06-23
TX0000369,USR00061,TX_QR,1050479.62,2026-06-18
TX0000370,USR00061,TX_TRF,350583.32,2026-06-30
TX0000371,USR00062,TX_SAV,47144871.3,2026-06-05
TX0000372,USR00063,TX_TRF,1299207.69,2026-05-06
TX0000373,USR00063,TX_QR,926590.81,2026-04-23
TX0000374,USR00063,TX_QR,53424.33,2026-04-29
TX0000375,USR00063,TX_QR,1798471.88,2026-06-20
TX0000376,USR00064,TX_TRF,853458.47,2026-05-23
TX0000377,USR00064,TX_QR,1246572.99,2026-05-20
TX0000378,USR00064,TX_TRF,1637008.35,2026-05-04
TX0000379,USR00064,TX_QR,963095.77,2026-05-26
TX0000380,USR00064,TX_TRF,256312.45,2026-06-08
TX0000381,USR00064,TX_QR,389618.23,2026-06-03
TX0000382,USR00064,TX_QR,1517308.55,2026-06-10
TX0000383,USR00064,TX_QR,418232.03,2026-05-26
TX0000384,USR00064,TX_QR,641175.78,2026-06-12
TX0000385,USR00065,TX_SAV,47513405.2,2026-01-22
TX0000386,USR00065,TX_QR,1055873.32,2026-03-10
TX0000387,USR00065,TX_QR,1863993.31,2026-03-11
TX0000388,USR00065,TX_QR,1356268.32,2026-02-20
TX0000389,USR00065,TX_QR,834677.63,2026-02-25
TX0000390,USR00065,TX_TRF,96700.27,2026-05-10
TX0000391,USR00065,TX_QR,1690704.59,2026-04-24
TX0000392,USR00065,TX_QR,1147183.26,2026-04-17
TX0000393,USR00065,TX_QR,1719841.71,2026-04-28
TX0000394,USR00065,TX_TRF,224749.03,2026-05-06
TX0000395,USR00065,TX_TRF,995132.97,2026-05-09
TX0000396,USR00065,TX_QR,1049514.51,2026-05-01
TX0000397,USR00065,TX_QR,656874.55,2026-06-15
TX0000398,USR00066,TX_TRF,919856.15,2026-03-10
TX0000399,USR00066,TX_TRF,664307.33,2026-02-27
TX0000400,USR00066,TX_TRF,703230.1,2026-03-16
TX0000401,USR00066,TX_TRF,54001.31,2026-02-28
TX0000402,USR00066,TX_TRF,1665316.05,2026-03-06
TX0000403,USR00066,TX_TRF,1951484.62,2026-03-15
TX0000404,USR00066,TX_QR,1750858.76,2026-02-28
TX0000405,USR00066,TX_TRF,807369.85,2026-04-09
TX0000406,USR00066,TX_TRF,1814545.29,2026-04-15
TX0000407,USR00066,TX_TRF,279794.74,2026-04-09
TX0000408,USR00066,TX_QR,1497494.37,2026-04-10
TX0000409,USR00066,TX_TRF,600542.03,2026-04-12
TX0000410,USR00066,TX_QR,1789003.98,2026-04-16
TX0000411,USR00066,TX_TRF,375935.7,2026-04-22
TX0000412,USR00066,TX_QR,1128608.19,2026-04-02
TX0000413,USR00066,TX_QR,1579162.74,2026-04-24
TX0000414,USR00066,TX_TRF,1294374.24,2026-05-20
TX0000415,USR00066,TX_TRF,1792328.03,2026-05-08
TX0000416,USR00066,TX_TRF,1172616.68,2026-05-21
TX0000417,USR00066,TX_QR,1463135.79,2026-04-30
TX0000418,USR00066,TX_QR,1898107.1,2026-05-20
TX0000419,USR00066,TX_QR,1843718.5,2026-05-19
TX0000420,USR00066,TX_TRF,1021091.42,2026-04-27
TX0000421,USR00066,TX_TRF,473451.76,2026-05-27
TX0000422,USR00066,TX_QR,752816.96,2026-06-15
TX0000423,USR00066,TX_TRF,1619995.8,2026-05-27
TX0000424,USR00066,TX_QR,1396642.92,2026-06-02
TX0000425,USR00066,TX_QR,281300.16,2026-06-06
TX0000426,USR00066,TX_TRF,188026.58,2026-05-25
TX0000427,USR00066,TX_TRF,47255.45,2026-06-19
TX0000428,USR00067,TX_QR,175507.05,2026-06-01
TX0000429,USR00067,TX_QR,955938.23,2026-05-20
TX0000430,USR00067,TX_TRF,1448122.59,2026-05-31
TX0000431,USR00067,TX_TRF,404612.92,2026-05-24
TX0000432,USR00067,TX_TRF,1559127.01,2026-05-10
TX0000433,USR00067,TX_QR,1944274.12,2026-05-21
TX0000434,USR00068,TX_QR,1809493.6,2026-04-26
TX0000435,USR00068,TX_QR,992170.5,2026-05-08
TX0000436,USR00068,TX_TRF,1500039.85,2026-05-10
TX0000437,USR00068,TX_QR,1680042.12,2026-04-28
TX0000438,USR00068,TX_TRF,480248.39,2026-05-04
TX0000439,USR00068,TX_TRF,254759.05,2026-04-27
TX0000440,USR00068,TX_QR,720617.82,2026-05-11
TX0000441,USR00068,TX_QR,487430.67,2026-04-18
TX0000442,USR00069,TX_SAV,9709938.7,2026-01-21
TX0000443,USR00069,TX_QR,42437.97,2026-03-24
TX0000444,USR00069,TX_QR,192950.33,2026-03-31
TX0000445,USR00069,TX_TRF,1390709.86,2026-03-29
TX0000446,USR00069,TX_TRF,425213.39,2026-03-29
TX0000447,USR00069,TX_QR,1570606.68,2026-03-30
TX0000448,USR00069,TX_TRF,1505148.47,2026-05-11
TX0000449,USR00069,TX_QR,1792312.42,2026-04-27
TX0000450,USR00069,TX_TRF,520287.61,2026-05-02
TX0000451,USR00069,TX_TRF,1418471.28,2026-05-16
TX0000452,USR00069,TX_TRF,1346068.52,2026-05-19
TX0000453,USR00069,TX_TRF,1199574.6,2026-05-18
TX0000454,USR00069,TX_QR,1102784.81,2026-06-08
TX0000455,USR00069,TX_QR,829302.37,2026-05-22
TX0000456,USR00069,TX_QR,1628192.19,2026-06-27
TX0000457,USR00069,TX_TRF,550390.35,2026-06-18
TX0000458,USR00069,TX_QR,1845039.93,2026-06-26
TX0000459,USR00069,TX_TRF,143950.21,2026-06-15
TX0000460,USR00070,TX_QR,1758430.69,2026-05-14
TX0000461,USR00070,TX_TRF,984480.04,2026-05-10
TX0000462,USR00070,TX_QR,578195.67,2026-05-18
TX0000463,USR00070,TX_TRF,1132188.08,2026-05-09
TX0000464,USR00071,TX_QR,339909.79,2026-05-07
