event_id,user_id,event_name,timestamp
EVT0000075,USR00018,1_Download_App,2026-01-17 20:54:00
EVT0000076,USR00018,2_Input_OTP,2026-01-17 20:58:00
EVT0000077,USR00018,3_Scan_CCCD,2026-01-17 21:03:00
EVT0000078,USR00018,4_Face_Matching,2026-01-17 21:04:00
EVT0000079,USR00018,5_Account_Created,2026-01-17 21:08:00
EVT0000080,USR00019,1_Download_App,2026-02-23 11:32:00
EVT0000081,USR00019,2_Input_OTP,2026-02-23 11:35:00
EVT0000082,USR00019,3_Scan_CCCD,2026-02-23 11:38:00
EVT0000083,USR00020,1_Download_App,2026-02-02 16:12:00
EVT0000084,USR00020,2_Input_OTP,2026-02-02 16:14:00
EVT0000085,USR00020,3_Scan_CCCD,2026-02-02 16:17:00
EVT0000086,USR00020,4_Face_Matching,2026-02-02 16:19:00
EVT0000087,USR00020,5_Account_Created,2026-02-02 16:24:00
EVT0000088,USR00021,1_Download_App,2026-04-28 07:02:00
EVT0000089,USR00021,2_Input_OTP,2026-04-28 07:03:00
EVT0000090,USR00021,3_Scan_CCCD,2026-04-28 07:08:00
EVT0000091,USR00022,1_Download_App,2026-04-07 14:23:00
EVT0000092,USR00022,2_Input_OTP,2026-04-07 14:24:00
EVT0000093,USR00022,3_Scan_CCCD,2026-04-07 14:25:00
EVT0000094,USR00022,4_Face_Matching,2026-04-07 14:29:00
EVT0000095,USR00022,5_Account_Created,2026-04-07 14:32:00
EVT0000096,USR00023,1_Download_App,2026-03-16 14:20:00
EVT0000097,USR00023,2_Input_OTP,2026-03-16 14:24:00
EVT0000098,USR00023,3_Scan_CCCD,2026-03-16 14:29:00
EVT0000099,USR00023,4_Face_Matching,2026-03-16 14:32:00
EVT0000100,USR00023,5_Account_Created,2026-03-16 14:33:00
EVT0000101,USR00024,1_Download_App,2026-04-08 09:01:00
EVT0000102,USR00024,2_Input_OTP,2026-04-08 09:02:00
EVT0000103,USR00024,3_Scan_CCCD,2026-04-08 09:05:00
EVT0000104,USR00024,4_Face_Matching,2026-04-08 09:10:00
EVT0000105,USR00024,5_Account_Created,2026-04-08 09:15:00
EVT0000106,USR00025,1_Download_App,2026-01-16 15:20:00
EVT0000107,USR00025,2_Input_OTP,2026-01-16 15:25:00
EVT0000108,USR00025,3_Scan_CCCD,2026-01-16 15:29:00
EVT0000109,USR00025,4_Face_Matching,2026-01-16 15:30:00
EVT0000110,USR00025,5_Account_Created,2026-01-16 15:35:00
EVT0000111,USR00026,1_Download_App,2026-04-05 15:38:00
EVT0000112,USR00026,2_Input_OTP,2026-04-05 15:40:00
EVT0000113,USR00026,3_Scan_CCCD,2026-04-05 15:44:00
EVT0000114,USR00026,4_Face_Matching,2026-04-05 15:46:00
EVT0000115,USR00027,1_Download_App,2026-01-19 09:59:00
EVT0000116,USR00027,2_Input_OTP,2026-01-19 10:01:00
EVT0000117,USR00027,3_Scan_CCCD,2026-01-19 10:03:00
EVT0000118,USR00028,1_Download_App,2026-01-01 21:54:00
EVT0000119,USR00028,2_Input_OTP,2026-01-01 21:59:00
EVT0000120,USR00028,3_Scan_CCCD,2026-01-01 22:04:00
EVT0000121,USR00029,1_Download_App,2026-04-09 21:21:00
EVT0000122,USR00029,2_Input_OTP,2026-04-09 21:24:00
EVT0000123,USR00029,3_Scan_CCCD,2026-04-09 21:29:00
EVT0000124,USR00029,4_Face_Matching,2026-04-09 21:34:00
EVT0000125,USR00029,5_Account_Created,2026-04-09 21:39:00
EVT0000126,USR00030,1_Download_App,2026-04-26 10:29:00
EVT0000127,USR00030,2_Input_OTP,2026-04-26 10:31:00
EVT0000128,USR00030,3_Scan_CCCD,2026-04-26 10:36:00
EVT0000129,USR00031,1_Download_App,2026-05-20 13:09:00
EVT0000130,USR00031,2_Input_OTP,2026-05-20 13:13:00
EVT0000131,USR00031,3_Scan_CCCD,2026-05-20 13:18:00
EVT0000132,USR00031,4_Face_Matching,2026-05-20 13:22:00
EVT0000133,USR00031,5_Account_Created,2026-05-20 13:25:00
EVT0000134,USR00032,1_Download_App,2026-05-06 15:43:00
EVT0000135,USR00032,2_Input_OTP,2026-05-06 15:44:00
EVT0000136,USR00032,3_Scan_CCCD,2026-05-06 15:46:00
EVT0000137,USR00032,4_Face_Matching,2026-05-06 15:51:00
EVT0000138,USR00032,5_Account_Created,2026-05-06 15:54:00
EVT0000139,USR00033,1_Download_App,2026-02-24 21:41:00
EVT0000140,USR00033,2_Input_OTP,2026-02-24 21:45:00
EVT0000141,USR00033,3_Scan_CCCD,2026-02-24 21:50:00
EVT0000142,USR00033,4_Face_Matching,2026-02-24 21:53:00
EVT0000143,USR00033,5_Account_Created,2026-02-24 21:54:00
EVT0000144,USR00034,1_Download_App,2026-03-20 07:24:00
EVT0000145,USR00034,2_Input_OTP,2026-03-20 07:29:00
EVT0000146,USR00034,3_Scan_CCCD,2026-03-20 07:30:00
EVT0000147,USR00034,4_Face_Matching,2026-03-20 07:33:00
EVT0000148,USR00034,5_Account_Created,2026-03-20 07:36:00
EVT0000149,USR00035,1_Download_App,2026-02-18 08:51:00
EVT0000150,USR00035,2_Input_OTP,2026-02-18 08:54:00
EVT0000151,USR00035,3_Scan_CCCD,2026-02-18 08:56:00
EVT0000152,USR00035,4_Face_Matching,2026-02-18 08:59:00
EVT0000153,USR00035,5_Account_Created,2026-02-18 09:03:00
EVT0000154,USR00036,1_Download_App,2026-03-08 16:34:00
EVT0000155,USR00036,2_Input_OTP,2026-03-08 16:38:00
EVT0000156,USR00036,3_Scan_CCCD,2026-03-08 16:39:00
EVT0000157,USR00036,4_Face_Matching,2026-03-08 16:40:00
EVT0000158,USR00036,5_Account_Created,2026-03-08 16:43:00
EVT0000159,USR00037,1_Download_App,2026-01-14 10:31:00
EVT0000160,USR00037,2_Input_OTP,2026-01-14 10:35:00
EVT0000161,USR00037,3_Scan_CCCD,2026-01-14 10:38:00
EVT0000162,USR00038,1_Download_App,2026-05-31 17:52:00
EVT0000163,USR00038,2_Input_OTP,2026-05-31 17:57:00
EVT0000164,USR00038,3_Scan_CCCD,2026-05-31 18:01:00
EVT0000165,USR00038,4_Face_Matching,2026-05-31 18:03:00
EVT0000166,USR00038,5_Account_Created,2026-05-31 18:04:00
EVT0000167,USR00039,1_Download_App,2026-03-09 21:19:00
EVT0000168,USR00039,2_Input_OTP,2026-03-09 21:22:00
EVT0000169,USR00039,3_Scan_CCCD,2026-03-09 21:24:00
EVT0000170,USR00040,1_Download_App,2026-03-05 19:30:00
EVT0000171,USR00040,2_Input_OTP,2026-03-05 19:33:00
EVT0000172,USR00040,3_Scan_CCCD,2026-03-05 19:36:00
EVT0000173,USR00040,4_Face_Matching,2026-03-05 19:40:00
EVT0000174,USR00040,5_Account_Created,2026-03-05 19:45:00
EVT0000175,USR00041,1_Download_App,2026-03-31 17:40:00
EVT0000176,USR00041,2_Input_OTP,2026-03-31 17:44:00
EVT0000177,USR00041,3_Scan_CCCD,2026-03-31 17:46:00
EVT0000178,USR00041,4_Face_Matching,2026-03-31 17:51:00
EVT0000179,USR00042,1_Download_App,2026-03-04 19:23:00
EVT0000180,USR00042,2_Input_OTP,2026-03-04 19:25:00
EVT0000181,USR00042,3_Scan_CCCD,2026-03-04 19:28:00
EVT0000182,USR00042,4_Face_Matching,2026-03-04 19:30:00
EVT0000183,USR00042,5_Account_Created,2026-03-04 19:35:00
EVT0000184,USR00043,1_Download_App,2026-02-13 20:02:00
EVT0000185,USR00043,2_Input_OTP,2026-02-13 20:06:00
EVT0000186,USR00043,3_Scan_CCCD,2026-02-13 20:10:00
EVT0000187,USR00043,4_Face_Matching,2026-02-13 20:15:00
EVT0000188,USR00043,5_Account_Created,2026-02-13 20:18:00
EVT0000189,USR00044,1_Download_App,2026-03-24 17:52:00
EVT0000190,USR00044,2_Input_OTP,2026-03-24 17:56:00
EVT0000191,USR00044,3_Scan_CCCD,2026-03-24 17:59:00
EVT0000192,USR00045,1_Download_App,2026-02-28 18:19:00
EVT0000193,USR00045,2_Input_OTP,2026-02-28 18:22:00
EVT0000194,USR00045,3_Scan_CCCD,2026-02-28 18:23:00
EVT0000195,USR00045,4_Face_Matching,2026-02-28 18:24:00
EVT0000196,USR00045,5_Account_Created,2026-02-28 18:29:00
EVT0000197,USR00046,1_Download_App,2026-03-08 11:21:00
EVT0000198,USR00046,2_Input_OTP,2026-03-08 11:25:00
EVT0000199,USR00046,3_Scan_CCCD,2026-03-08 11:30:00
EVT0000200,USR00046,4_Face_Matching,2026-03-08 11:33:00
EVT0000201,USR00046,5_Account_Created,2026-03-08 11:34:00
EVT0000202,USR00047,1_Download_App,2026-03-28 15:40:00
EVT0000203,USR00047,2_Input_OTP,2026-03-28 15:45:00
EVT0000204,USR00047,3_Scan_CCCD,2026-03-28 15:46:00
EVT0000205,USR00047,4_Face_Matching,2026-03-28 15:51:00
EVT0000206,USR00047,5_Account_Created,2026-03-28 15:52:00
EVT0000207,USR00048,1_Download_App,2026-02-08 16:46:00
EVT0000208,USR00048,2_Input_OTP,2026-02-08 16:48:00
EVT0000209,USR00048,3_Scan_CCCD,2026-02-08 16:52:00
EVT0000210,USR00049,1_Download_App,2026-02-27 07:05:00
EVT0000211,USR00049,2_Input_OTP,2026-02-27 07:10:00
EVT0000212,USR00049,3_Scan_CCCD,2026-02-27 07:11:00
EVT0000213,USR00050,1_Download_App,2026-04-18 20:10:00
EVT0000214,USR00050,2_Input_OTP,2026-04-18 20:11:00
EVT0000215,USR00050,3_Scan_CCCD,2026-04-18 20:14:00
EVT0000216,USR00050,4_Face_Matching,2026-04-18 20:18:00
EVT0000217,USR00050,5_Account_Created,2026-04-18 20:19:00
EVT0000218,USR00051,1_Download_App,2026-04-30 13:34:00
EVT0000219,USR00051,2_Input_OTP,2026-04-30 13:39:00
EVT0000220,USR00051,3_Scan_CCCD,2026-04-30 13:42:00
EVT0000221,USR00051,4_Face_Matching,2026-04-30 13:43:00
EVT0000222,USR00051,5_Account_Created,2026-04-30 13:45:00
EVT0000223,USR00052,1_Download_App,2026-02-04 17:46:00
EVT0000224,USR00052,2_Input_OTP,2026-02-04 17:48:00
EVT0000225,USR00052,3_Scan_CCCD,2026-02-04 17:49:00
EVT0000226,USR00053,1_Download_App,2026-03-04 14:03:00
EVT0000227,USR00053,2_Input_OTP,2026-03-04 14:05:00
EVT0000228,USR00053,3_Scan_CCCD,2026-03-04 14:10:00
EVT0000229,USR00053,4_Face_Matching,2026-03-04 14:13:00
EVT0000230,USR00054,1_Download_App,2026-04-07 20:45:00
EVT0000231,USR00054,2_Input_OTP,2026-04-07 20:46:00
EVT0000232,USR00054,3_Scan_CCCD,2026-04-07 20:49:00
EVT0000233,USR00055,1_Download_App,2026-04-26 07:50:00
EVT0000234,USR00055,2_Input_OTP,2026-04-26 07:53:00
EVT0000235,USR00055,3_Scan_CCCD,2026-04-26 07:54:00
EVT0000236,USR00055,4_Face_Matching,2026-04-26 07:59:00
EVT0000237,USR00055,5_Account_Created,2026-04-26 08:01:00
EVT0000238,USR00056,1_Download_App,2026-01-31 17:19:00
EVT0000239,USR00056,2_Input_OTP,2026-01-31 17:24:00
EVT0000240,USR00056,3_Scan_CCCD,2026-01-31 17:25:00
EVT0000241,USR00057,1_Download_App,2026-02-07 20:18:00
EVT0000242,USR00057,2_Input_OTP,2026-02-07 20:22:00
EVT0000243,USR00057,3_Scan_CCCD,2026-02-07 20:24:00
EVT0000244,USR00057,4_Face_Matching,2026-02-07 20:27:00
EVT0000245,USR00057,5_Account_Created,2026-02-07 20:31:00
EVT0000246,USR00058,1_Download_App,2026-04-20 16:17:00
EVT0000247,USR00058,2_Input_OTP,2026-04-20 16:18:00
EVT0000248,USR00058,3_Scan_CCCD,2026-04-20 16:20:00
EVT0000249,USR00058,4_Face_Matching,2026-04-20 16:23:00
EVT0000250,USR00058,5_Account_Created,2026-04-20 16:27:00
EVT0000251,USR00059,1_Download_App,2026-01-16 12:23:00
EVT0000252,USR00059,2_Input_OTP,2026-01-16 12:27:00
EVT0000253,USR00059,3_Scan_CCCD,2026-01-16 12:32:00
EVT0000254,USR00059,4_Face_Matching,2026-01-16 12:37:00
EVT0000255,USR00060,1_Download_App,2026-05-24 14:40:00
EVT0000256,USR00060,2_Input_OTP,2026-05-24 14:43:00
EVT0000257,USR00060,3_Scan_CCCD,2026-05-24 14:44:00
EVT0000258,USR00061,1_Download_App,2026-01-06 18:01:00
EVT0000259,USR00061,2_Input_OTP,2026-01-06 18:05:00
EVT0000260,USR00061,3_Scan_CCCD,2026-01-06 18:10:00
EVT0000261,USR00061,4_Face_Matching,2026-01-06 18:12:00
EVT0000262,USR00061,5_Account_Created,2026-01-06 18:13:00
EVT0000263,USR00062,1_Download_App,2026-05-27 14:13:00
EVT0000264,USR00062,2_Input_OTP,2026-05-27 14:15:00
EVT0000265,USR00062,3_Scan_CCCD,2026-05-27 14:17:00
EVT0000266,USR00062,4_Face_Matching,2026-05-27 14:22:00
EVT0000267,USR00062,5_Account_Created,2026-05-27 14:26:00
EVT0000268,USR00063,1_Download_App,2026-04-19 10:15:00
EVT0000269,USR00063,2_Input_OTP,2026-04-19 10:19:00
EVT0000270,USR00063,3_Scan_CCCD,2026-04-19 10:20:00
EVT0000271,USR00063,4_Face_Matching,2026-04-19 10:23:00
EVT0000272,USR00063,5_Account_Created,2026-04-19 10:24:00
EVT0000273,USR00064,1_Download_App,2026-04-26 17:41:00
EVT0000274,USR00064,2_Input_OTP,2026-04-26 17:43:00
EVT0000275,USR00064,3_Scan_CCCD,2026-04-26 17:44:00
EVT0000276,USR00064,4_Face_Matching,2026-04-26 17:45:00
EVT0000277,USR00064,5_Account_Created,2026-04-26 17:49:00
EVT0000278,USR00065,1_Download_App,2026-01-16 17:40:00
EVT0000279,USR00065,2_Input_OTP,2026-01-16 17:41:00
EVT0000280,USR00065,3_Scan_CCCD,2026-01-16 17:42:00
EVT0000281,USR00065,4_Face_Matching,2026-01-16 17:47:00
EVT0000282,USR00065,5_Account_Created,2026-01-16 17:48:00
EVT0000283,USR00066,1_Download_App,2026-02-23 19:50:00
EVT0000284,USR00066,2_Input_OTP,2026-02-23 19:54:00
EVT0000285,USR00066,3_Scan_CCCD,2026-02-23 19:55:00
EVT0000286,USR00066,4_Face_Matching,2026-02-23 20:00:00
EVT0000287,USR00066,5_Account_Created,2026-02-23 20:04:00
EVT0000288,USR00067,1_Download_App,2026-05-06 19:44:00
EVT0000289,USR00067,2_Input_OTP,2026-05-06 19:45:00
EVT0000290,USR00067,3_Scan_CCCD,2026-05-06 19:50:00
EVT0000291,USR00067,4_Face_Matching,2026-05-06 19:51:00
EVT0000292,USR00067,5_Account_Created,2026-05-06 19:54:00
EVT0000293,USR00068,1_Download_App,2026-04-17 09:54:00
EVT0000294,USR00068,2_Input_OTP,2026-04-17 09:56:00
EVT0000295,USR00068,3_Scan_CCCD,2026-04-17 10:00:00
EVT0000296,USR00068,4_Face_Matching,2026-04-17 10:05:00
EVT0000297,USR00068,5_Account_Created,2026-04-17 10:06:00
EVT0000298,USR00069,1_Download_App,2026-01-15 09:06:00
EVT0000299,USR00069,2_Input_OTP,2026-01-15 09:07:00
EVT0000300,USR00069,3_Scan_CCCD,2026-01-15 09:11:00
EVT0000301,USR00069,4_Face_Matching,2026-01-15 09:12:00
EVT0000302,USR00069,5_Account_Created,2026-01-15 09:14:00
EVT0000303,USR00070,1_Download_App,2026-05-05 20:51:00
EVT0000304,USR00070,2_Input_OTP,2026-05-05 20:54:00
EVT0000305,USR00070,3_Scan_CCCD,2026-05-05 20:58:00
EVT0000306,USR00070,4_Face_Matching,2026-05-05 21:01:00
EVT0000307,USR00070,5_Account_Created,2026-05-05 21:04:00
EVT0000308,USR00071,1_Download_App,2026-04-19 18:11:00
EVT0000309,USR00071,2_Input_OTP,2026-04-19 18:12:00
EVT0000310,USR00071,3_Scan_CCCD,2026-04-19 18:17:00
EVT0000311,USR00071,4_Face_Matching,2026-04-19 18:19:00
EVT0000312,USR00071,5_Account_Created,2026-04-19 18:23:00
EVT0000313,USR00072,1_Download_App,2026-04-03 16:28:00
EVT0000314,USR00072,2_Input_OTP,2026-04-03 16:30:00
EVT0000315,USR00072,3_Scan_CCCD,2026-04-03 16:31:00
EVT0000316,USR00073,1_Download_App,2026-03-02 12:20:00
EVT0000317,USR00074,1_Download_App,2026-02-27 15:26:00
EVT0000318,USR00074,2_Input_OTP,2026-02-27 15:27:00
EVT0000319,USR00074,3_Scan_CCCD,2026-02-27 15:28:00
EVT0000320,USR00074,4_Face_Matching,2026-02-27 15:30:00
EVT0000321,USR00074,5_Account_Created,2026-02-27 15:34:00
EVT0000322,USR00075,1_Download_App,2026-03-02 20:34:00
EVT0000323,USR00075,2_Input_OTP,2026-03-02 20:37:00
EVT0000324,USR00075,3_Scan_CCCD,2026-03-02 20:39:00
EVT0000325,USR00075,4_Face_Matching,2026-03-02 20:40:00
EVT0000326,USR00075,5_Account_Created,2026-03-02 20:44:00
EVT0000327,USR00076,1_Download_App,2026-02-20 08:10:00
EVT0000328,USR00076,2_Input_OTP,2026-02-20 08:14:00
EVT0000329,USR00076,3_Scan_CCCD,2026-02-20 08:19:00
EVT0000330,USR00076,4_Face_Matching,2026-02-20 08:21:00
EVT0000331,USR00076,5_Account_Created,2026-02-20 08:22:00
EVT0000332,USR00077,1_Download_App,2026-05-14 17:13:00
EVT0000333,USR00078,1_Download_App,2026-05-31 09:17:00
EVT0000334,USR00078,2_Input_OTP,2026-05-31 09:18:00
EVT0000335,USR00078,3_Scan_CCCD,2026-05-31 09:20:00
EVT0000336,USR00078,4_Face_Matching,2026-05-31 09:22:00
EVT0000337,USR00078,5_Account_Created,2026-05-31 09:26:00
EVT0000338,USR00079,1_Download_App,2026-02-26 07:23:00
EVT0000339,USR00079,2_Input_OTP,2026-02-26 07:26:00
EVT0000340,USR00079,3_Scan_CCCD,2026-02-26 07:29:00
EVT0000341,USR00080,1_Download_App,2026-04-27 20:35:00
EVT0000342,USR00080,2_Input_OTP,2026-04-27 20:36:00
EVT0000343,USR00080,3_Scan_CCCD,2026-04-27 20:40:00
EVT0000344,USR00080,4_Face_Matching,2026-04-27 20:41:00
EVT0000345,USR00080,5_Account_Created,2026-04-27 20:43:00
EVT0000346,USR00081,1_Download_App,2026-01-16 07:43:00
EVT0000347,USR00081,2_Input_OTP,2026-01-16 07:46:00
EVT0000348,USR00081,3_Scan_CCCD,2026-01-16 07:51:00
EVT0000349,USR00081,4_Face_Matching,2026-01-16 07:53:00
EVT0000350,USR00081,5_Account_Created,2026-01-16 07:56:00
EVT0000351,USR00082,1_Download_App,2026-03-21 11:41:00
EVT0000352,USR00082,2_Input_OTP,2026-03-21 11:43:00
EVT0000353,USR00082,3_Scan_CCCD,2026-03-21 11:45:00
EVT0000354,USR00082,4_Face_Matching,2026-03-21 11:48:00
EVT0000355,USR00082,5_Account_Created,2026-03-21 11:49:00
EVT0000356,USR00083,1_Download_App,2026-05-23 07:48:00
EVT0000357,USR00084,1_Download_App,2026-03-23 19:08:00
EVT0000358,USR00084,2_Input_OTP,2026-03-23 19:13:00
EVT0000359,USR00084,3_Scan_CCCD,2026-03-23 19:17:00
EVT0000360,USR00084,4_Face_Matching,2026-03-23 19:19:00
EVT0000361,USR00084,5_Account_Created,2026-03-23 19:20:00
EVT0000362,USR00085,1_Download_App,2026-03-09 19:08:00
EVT0000363,USR00085,2_Input_OTP,2026-03-09 19:12:00
EVT0000364,USR00085,3_Scan_CCCD,2026-03-09 19:17:00
EVT0000365,USR00085,4_Face_Matching,2026-03-09 19:20:00
EVT0000366,USR00085,5_Account_Created,2026-03-09 19:22:00
EVT0000367,USR00086,1_Download_App,2026-04-30 15:06:00
EVT0000368,USR00086,2_Input_OTP,2026-04-30 15:09:00
EVT0000369,USR00087,1_Download_App,2026-03-25 07:47:00
EVT0000370,USR00087,2_Input_OTP,2026-03-25 07:51:00
EVT0000371,USR00087,3_Scan_CCCD,2026-03-25 07:52:00
EVT0000372,USR00087,4_Face_Matching,2026-03-25 07:57:00
EVT0000373,USR00087,5_Account_Created,2026-03-25 08:00:00
EVT0000374,USR00088,1_Download_App,2026-04-03 16:15:00
EVT0000375,USR00088,2_Input_OTP,2026-04-03 16:18:00
EVT0000376,USR00088,3_Scan_CCCD,2026-04-03 16:22:00
EVT0000377,USR00088,4_Face_Matching,2026-04-03 16:25:00
EVT0000378,USR00088,5_Account_Created,2026-04-03 16:29:00
EVT0000379,USR00089,1_Download_App,2026-01-31 10:27:00
EVT0000380,USR00089,2_Input_OTP,2026-01-31 10:32:00
EVT0000381,USR00090,1_Download_App,2026-02-16 07:55:00
EVT0000382,USR00090,2_Input_OTP,2026-02-16 07:57:00
EVT0000383,USR00090,3_Scan_CCCD,2026-02-16 08:00:00
EVT0000384,USR00090,4_Face_Matching,2026-02-16 08:03:00
EVT0000385,USR00090,5_Account_Created,2026-02-16 08:07:00
EVT0000386,USR00091,1_Download_App,2026-01-25 09:10:00
EVT0000387,USR00091,2_Input_OTP,2026-01-25 09:11:00
EVT0000388,USR00091,3_Scan_CCCD,2026-01-25 09:16:00
EVT0000389,USR00092,1_Download_App,2026-02-11 15:33:00
EVT0000390,USR00092,2_Input_OTP,2026-02-11 15:38:00
EVT0000391,USR00092,3_Scan_CCCD,2026-02-11 15:39:00
EVT0000392,USR00093,1_Download_App,2026-04-06 18:25:00
EVT0000393,USR00093,2_Input_OTP,2026-04-06 18:26:00
EVT0000394,USR00093,3_Scan_CCCD,2026-04-06 18:29:00
EVT0000395,USR00093,4_Face_Matching,2026-04-06 18:34:00
EVT0000396,USR00093,5_Account_Created,2026-04-06 18:39:00
EVT0000397,USR00094,1_Download_App,2026-05-02 22:21:00
EVT0000398,USR00094,2_Input_OTP,2026-05-02 22:25:00
EVT0000399,USR00094,3_Scan_CCCD,2026-05-02 22:27:00
EVT0000400,USR00094,4_Face_Matching,2026-05-02 22:29:00
EVT0000401,USR00094,5_Account_Created,2026-05-02 22:33:00
EVT0000402,USR00095,1_Download_App,2026-04-11 21:21:00
EVT0000403,USR00095,2_Input_OTP,2026-04-11 21:24:00
EVT0000404,USR00095,3_Scan_CCCD,2026-04-11 21:25:00
EVT0000405,USR00095,4_Face_Matching,2026-04-11 21:26:00
EVT0000406,USR00095,5_Account_Created,2026-04-11 21:31:00
EVT0000407,USR00096,1_Download_App,2026-02-18 21:40:00
EVT0000408,USR00096,2_Input_OTP,2026-02-18 21:41:00
EVT0000409,USR00096,3_Scan_CCCD,2026-02-18 21:44:00
EVT0000410,USR00097,1_Download_App,2026-03-25 12:11:00
EVT0000411,USR00097,2_Input_OTP,2026-03-25 12:14:00
EVT0000412,USR00097,3_Scan_CCCD,2026-03-25 12:16:00
EVT0000413,USR00097,4_Face_Matching,2026-03-25 12:19:00
